2,4-ດີອີເອສ	2,4-滴乙基硫酸钠
ການກ່າຍຕົວຫນັງສືດ້ວຍແສງ	光学字元辨识
ການກ່າຍເງົາຂອງພາບ	影子副本
ການກ່າຍເງົາຂອງພາບ	阴影复制
ການກ່ຽວຂ້ອງຂອງຊຸມຊົນ	社团介入
ການກ່ຽວຫຍ້າເປັນແຖວ	割晒干草
ການກ້າມ	凝聚
ການກ້ຽວຂອງເຄືອ	攀缘习性
ການກໍາຈັດຕໍໄມ້	灭茬
ການກໍາຈັດທາງເຄມີ	化学整枝
ການກໍາຈັດທາດກໍາມະລັງສີອອກ	辐射去污法
ການກໍາຈັດພະຍາດ	植物病害防治
ການກໍາຈັດພະຍາດ	病害铲除
ການກໍາຈັດພະຍາດ	病害防治
ການກໍາຈັດພະຍາດ	病害预防
ການກໍາຈັດພະຍາດ	真菌防治
ການກໍາຈັດພະຍາດ	细菌防治
ການກໍາຈັດພະຍາດ	防病
ການກໍາຈັດວັດສະພືດ	除草
ການກໍາຈັດສັດຕູພືດແບບດັ້ງເດີມ	传统害虫治理
ການກໍາຈັດສິ່ງທີ່ມີຊີວິດທີ່ເປັນອັນຕະລາຍ	害虫根除
ການກໍາຈັດສິ່ງທີ່ມີຊີວິດທີ່ເປັນອັນຕະລາຍ	害虫治理
ການກໍາຈັດສິ່ງທີ່ມີຊີວິດທີ່ເປັນອັນຕະລາຍ	害虫防治
ການກໍາຈັດສິ່ງທີ່ມີຊີວິດທີ່ເປັນອັນຕະລາຍ	灭昆虫法
ການກໍາຈັດສິ່ງເສດເຫຼືອ	废物处理
ການກໍາຈັດອາມີນ	脱氨基作用
ການກໍາຈັດເກືອໃນນ້ໍາ	水脱盐
ການກໍາຈັດເຊື້ອໃນດິນ	土壤消毒
ການກໍານົດຂະຫນາດ	尺寸测定
ການກໍານົດຂະຫນາດ	测定
ການກໍານົດຂະຫນາດ	测树法
ການກໍານົດຂະຫນາດ	测量
ການກໍານົດຂະຫນາດ	计量
ການກໍານົດຂຶ້ນທະບຽນຕົ້ນກໍາເນີດ	产地标记
ການກໍານົດຂຶ້ນທະບຽນຕົ້ນກໍາເນີດ	产地标记命名
ການກໍານົດຂຶ້ນທະບຽນຕົ້ນກໍາເນີດ	受保护产地标记
ການກໍານົດຂຶ້ນທະບຽນຕົ້ນກໍາເນີດ	受控产地名称
ການກໍານົດຂຶ້ນທະບຽນຕົ້ນກໍາເນີດ	受控产地标记
ການກໍານົດຂຶ້ນທະບຽນຕົ້ນກໍາເນີດ	合格产地标牌
ການກໍານົດຂຶ້ນທະບຽນຕົ້ນກໍາເນີດ	已注册产地标记
ການກໍານົດຊະນິດ	物种识别
ການກໍານົດຊະນິດ	物种鉴定
ການກໍານົດຊະນິດ	鉴定
ການກໍານົດຊະນິດຂອງເອກກະສານ	文件类型定义
ການກໍານົດຊະນິດຂອງເອກກະສານ	文档类型定义
ການກໍານົດຕົ້ນກໍາເນີດ	产地标记
ການກໍານົດຕໍາແຫນ່ງທີ່ແນ່ນອນ	固定位置
ການກໍານົດທາງເຄມີ	分析技术
ການກໍານົດທາງເຄມີ	分析方法
ການກໍານົດທາງເຄມີ	化学分析方法
ການກໍານົດທາງເຄມີ	化学测定
ການກໍານົດທິດ	定向
ການກໍານົດທີ່ຄວບຄຸມຕົ້ນກໍາເນີດ	产地标记
ການກໍານົດທີ່ຄວບຄຸມຕົ້ນກໍາເນີດ	产地标记命名
ການກໍານົດທີ່ຄວບຄຸມຕົ້ນກໍາເນີດ	受保护产地标记
ການກໍານົດທີ່ຄວບຄຸມຕົ້ນກໍາເນີດ	受控产地名称
ການກໍານົດທີ່ຄວບຄຸມຕົ້ນກໍາເນີດ	受控产地标记
ການກໍານົດທີ່ຄວບຄຸມຕົ້ນກໍາເນີດ	合格产地标牌
ການກໍານົດທີ່ຄວບຄຸມຕົ້ນກໍາເນີດ	已注册产地标记
ການກໍານົດທີ່ຢູ່ແບບຕາມເຫດຜົນ	逻辑块寻址
ການກໍານົດທີ່ຢູ່ແບບຕາມເຫດຜົນ	逻辑区块定址
ການກໍານົດປ້ອງກັນຕົ້ນກໍາເນີດ	产地标记
ການກໍານົດປ້ອງກັນຕົ້ນກໍາເນີດ	产地标记命名
ການກໍານົດປ້ອງກັນຕົ້ນກໍາເນີດ	受保护产地标记
ການກໍານົດປ້ອງກັນຕົ້ນກໍາເນີດ	受控产地名称
ການກໍານົດປ້ອງກັນຕົ້ນກໍາເນີດ	受控产地标记
ການກໍານົດປ້ອງກັນຕົ້ນກໍາເນີດ	合格产地标牌
ການກໍານົດປ້ອງກັນຕົ້ນກໍາເນີດ	已注册产地标记
ການກໍານົດລະບຽບ	规章
ການກໍານົດລະບຽບຕະຫຼາດ	市场调控
ການກໍານົດສູດ	配方
ການກໍານົດສູດປະສົມຝຸ່ນ	农药配方
ການກໍານົດສູດປະສົມຝຸ່ນ	肥料配方
ການກໍານົດສູດປະສົມຝຸ່ນ	配方
ການກໍານົດອັດຕາສ່ວນ	配给日粮
ການກໍານົດອັດຕາສ່ວນການທອມ	基础日粮
ການກໍານົດອັດຕາສ່ວນການທອມ	幼畜日粮
ການກໍານົດອັດຕາສ່ວນການທອມ	日喂食量
ການກໍານົດອັດຕາສ່ວນການທອມ	日饲料
ການກໍານົດອັດຕາສ່ວນການທອມ	繁殖日粮
ການກໍານົດອັດຕາສ່ວນການທອມ	维持日粮
ການກໍານົດອັດຕາສ່ວນການທອມ	配给日粮
ການກໍານົດອັດຕາສ່ວນບໍາລຸງຮັກສາ	基础日粮
ການກໍານົດອັດຕາສ່ວນບໍາລຸງຮັກສາ	幼畜日粮
ການກໍານົດອັດຕາສ່ວນບໍາລຸງຮັກສາ	日喂食量
ການກໍານົດອັດຕາສ່ວນບໍາລຸງຮັກສາ	日饲料
ການກໍານົດອັດຕາສ່ວນບໍາລຸງຮັກສາ	繁殖日粮
ການກໍານົດອັດຕາສ່ວນບໍາລຸງຮັກສາ	维持日粮
ການກໍານົດອັດຕາສ່ວນບໍາລຸງຮັກສາ	配给日粮
ການກໍານົດອັດຕາສ່ວນປະສົມພັນ	基础日粮
ການກໍານົດອັດຕາສ່ວນປະສົມພັນ	幼畜日粮
ການກໍານົດອັດຕາສ່ວນປະສົມພັນ	日喂食量
ການກໍານົດອັດຕາສ່ວນປະສົມພັນ	日饲料
ການກໍານົດອັດຕາສ່ວນປະສົມພັນ	繁殖日粮
ການກໍານົດອັດຕາສ່ວນປະສົມພັນ	维持日粮
ການກໍານົດອັດຕາສ່ວນປະສົມພັນ	配给日粮
ການກໍານົດອັດຕາສ່ວນພື້ນຖານ	基础日粮
ການກໍານົດອັດຕາສ່ວນພື້ນຖານ	幼畜日粮
ການກໍານົດອັດຕາສ່ວນພື້ນຖານ	日喂食量
ການກໍານົດອັດຕາສ່ວນພື້ນຖານ	日饲料
ການກໍານົດອັດຕາສ່ວນພື້ນຖານ	繁殖日粮
ການກໍານົດອັດຕາສ່ວນພື້ນຖານ	维持日粮
ການກໍານົດອັດຕາສ່ວນພື້ນຖານ	配给日粮
ການກໍານົດອັດຕາສ່ວນອາຫານປະຈໍາວັນ	基础日粮
ການກໍານົດອັດຕາສ່ວນອາຫານປະຈໍາວັນ	幼畜日粮
ການກໍານົດອັດຕາສ່ວນອາຫານປະຈໍາວັນ	日喂食量
ການກໍານົດອັດຕາສ່ວນອາຫານປະຈໍາວັນ	日饲料
ການກໍານົດອັດຕາສ່ວນອາຫານປະຈໍາວັນ	繁殖日粮
ການກໍານົດອັດຕາສ່ວນອາຫານປະຈໍາວັນ	维持日粮
ການກໍານົດອັດຕາສ່ວນອາຫານປະຈໍາວັນ	配给日粮
ການກໍານົດອັດຕາສ່ວນໂພຊະນະການ	矿物质补充料
ການກໍານົດອັດຕາສ່ວນໂພຊະນະການ	营养补充料
ການກໍານົດອັດຕາສ່ວນໂພຊະນະການ	补充料
ການກໍານົດອັດຕາສ່ວນໂພຊະນະການ	补充日粮
ການກໍານົດອັດຕາສ່ວນໂພຊະນະການ	补充饲料
ການກໍານົດອັດຕາສ່ວນໂພຊະນະການ	食品增补剂
ການກໍານົດອັດຕາສ່ວນໄລຍະສຸດທ້າຍ	肥育日粮
ການກໍາເນີດດິນ	土壤发生
ການກໍາເນີດລະບົບນິເວດ	环境生物学
ການກໍາເນີດລະບົບນິເວດ	生态学
ການກໍາເນີດລະບົບນິເວດ	生态科学
ການກໍາເນີດລະບົບນິເວດ	生活史学
ການກໍາເນີດສຽງສໍາພັດ	触摸屏训练
ການກໍາເນີດສຽງສໍາພັດ	触控训练
ການກໍ່ສ້າງ	建筑
ການກໍ່ສ້າງ	建筑施工
ການກໍ່ສ້າງ	建筑物
ການກໍ່ສ້າງ	建设
ການກໍ່ສ້າງອາຄານ	房屋建设
ການຂະຫຍາຍ	盘区
ການຂະຫຍາຍ	范围
ການຂະຫຍາຍຕົວຂອງປອດ	呼吸
ການຂະຫຍາຍຕົວຂອງປອດ	呼吸代谢
ການຂະຫຍາຍຕົວຂອງປອດ	呼吸作用
ການຂະຫຍາຍຕົວຂອງປອດ	呼吸量
ການຂະຫຍາຍຕົວຂອງປອດ	肺换气
ການຂະຫຍາຍຕົວຂອງຮ່າງກາຍເກີນຂອບເຂດ	增生
ການຂະຫຍາຍຕົວຜິດປົກະຕິ	发育异常
ການຂະຫຍາຍຕົວພາຍໃນ	雄性单性生殖
ການຂະຫຍາຍພັນຂະຫນາດນ້ອຍ	微繁殖
ການຂະຫຍາຍພັນດ້ວຍຫນໍ່	形成吸根
ການຂະຫຍາຍພັນພືດ	植物繁殖
ການຂະຫຍາຍພັນພືດດ້ວຍການປັກຊໍາ	枝条繁殖
ການຂະຫຍາຍເພີ້ມຂອງຈໍານວນຈຸລັງຜິດປົກະຕິ	息肉
ການຂະຫຍາຍເພີ້ມຂອງຈໍານວນຈຸລັງຜິດປົກະຕິ	组织增生
ການຂະຫຍາຍແນວພັນທຽມຂອງໄຄນ້ໍາ	海洋植物养殖
ການຂະຫຍາຍແນວພັນທຽມຂອງໄຄນ້ໍາ	海藻养殖
ການຂະຫຍາຍແນວພັນທຽມຂອງໄຄນ້ໍາ	海藻养殖业
ການຂະຫຍາຍແນວພັນທຽມຂອງໄຄນ້ໍາ	藻类人工采苗
ການຂະຫຍາຍແນວພັນທຽມຂອງໄຄນ້ໍາ	藻类养殖
ການຂັງນ້ໍາ	积水
ການຂັດເຂົ້າ	细米糠
ການຂັດເຫຼື້ອມ	磨光
ການຂັດແຍກ	分离
ການຂັບຖ່າຍ	排泄
ການຂັບຖ່າຍຂອງພືດ	植物分泌物
ການຂັບລໍາ	歌唱
ການຂັບເຄື່ອນດ້ວຍສີ່ລໍ້	四轮驱动
ການຂັບເຄື່ອນດ້ວຍສີ່ລໍ້	设备特性
ການຂັບເຄື່ອນດ້ວຍສີ່ລໍ້	设备规格
ການຂັບເຄື່ອນດ້ວຍສີ່ລໍ້	转动速度
ການຂາຍຍົກ	批发市场
ການຂາຍຫຼຸດລາຄາ	销售
ການຂາຍອາຫານ	供应伙食
ການຂາຍອາຫານ	餐饮业
ການຂາຍເມຍໃນປະເທດອັງກິດ	贩妻
ການຂາຍແບບສະຫະກອນ	合伙买卖
ການຂາຍແບບສະຫະກອນ	合作交易
ການຂາຍແບບສະຫະກອນ	合作营销
ການຂາດທາດບໍາລຸງລ້ຽງ	营养缺乏
ການຂາດນ້ໍາ	水可用性
ການຂາດນ້ໍາ	水荒
ການຂາດວີຕາມີນ	维生素缺乏
ການຂາດວີຕາມີນ	维生素缺乏症
ການຂາດອາຫານ	营养不良
ການຂາດເລືອດ	局部缺血
ການຂາດແຄນທີ່ດິນ	无土地者
ການຂາດແຮງງານ	人力需求
ການຂາດແຮງງານ	劳动力短缺
ການຂາດແຮງງານ	劳动力需求
ການຂາມພັນທາງກົງ	直接突变
ການຂາມພັນທາງກົງ	诱导突变
ການຂຶ້ນທະບຽນ	注册
ການຂຶ້ນບັນຊີ	调查
ການຂື້	买入
ການຂື້	收购
ການຂຸດກົກເຫງົ້າ	撅根
ການຂຸດຄົ້ນໄມ້	主伐
ການຂຸດຄົ້ນໄມ້	终伐
ການຂຸດດິນ	锄草
ການຂຸດເຈາະນ້ໍາ	钻水
ການຂູດຮີດ	征用
ການຂົນສິນຄ້າຂຶ້ນພາຫະນະບັນທຸກ	卸下
ການຂົນສິນຄ້າຂຶ້ນພາຫະນະບັນທຸກ	散装货物装卸
ການຂົນສິນຄ້າຂຶ້ນພາຫະນະບັນທຸກ	装卸
ການຂົນສິນຄ້າຂຶ້ນພາຫະນະບັນທຸກ	装载
ການຂົນສົ່ງ	运输
ການຂົນສົ່ງດ້ວຍຄວາມເຢັນ	冷藏运输
ການຂົນສົ່ງດ້ວຍພາຊະນະ	集装箱运输
ການຂົນສົ່ງຕົວລະລາຍໃນດິນ	土壤溶质运移
ການຂົນສົ່ງຕົວລະລາຍໃນດິນ	土壤溶质运输
ການຂົນສົ່ງຕົວລະລາຍໃນດິນ	土壤质流运输
ການຂົນສົ່ງຕົວລະລາຍໃນດິນ	土壤运移过程
ການຂົນສົ່ງທາງຖະຫນົນ	公路运输
ການຂົນສົ່ງທາງທະເລ	海运
ການຂົນສົ່ງທາງນ້ໍາ	水路运输
ການຂົນສົ່ງທາງນ້ໍາພາຍໃນປະເທດ	内陆水运
ການຂົນສົ່ງທາງລົດໄຟ	铁路运输
ການຂົນສົ່ງທາງອາກາດ	空运
ການຂົນສົ່ງປາ	加工鱼片
ການຂົນສົ່ງປາ	卸下的鱼货
ການຂົນສົ່ງປາ	鱼类加工
ການຂົນສົ່ງປາ	鱼类变换
ການຂົນສົ່ງປາ	鱼类处理
ການຂົນສົ່ງໂດຍສັດ	动物运输
ການຂົນສົ່ງໄອອອນໃນດິນ	土壤离子运输
